Conference,Type,Title,In Charge,Presentation year
ICSE,F,TAAF: A Trace Abstraction and Analysis Framework Synergizing Knowledge Graphs and LLMs,,
ICSE,F,TaCoS: Generated Context Summaries for Task Resumption,,
ICSE,F,TACO: Trust Assessment of Large Language Models in Coding Assistance Tasks,,
ICSE,F,TaintP2X: Detecting Taint-Style Prompt-to-Anything Injection Vulnerabilities in LLM-Integrated Applications,,
ICSE,F,TARIPlay: A Test Framework for AR Applications based on Interactive Area Detection in Playback Videos,,
ICSE,F,Temporal Specification Oriented Fuzzing for Trigger-Action-Programming Smart Home Integrations,,
ICSE,F,Test Flimsiness: Characterizing Flakiness Induced by Mutation to the Code Under Test,,
ICSE,F,TestifAI: Tomography-Based Testing for Deep Learning Systems,,
ICSE,F,Testing Deep Learning Libraries via Neurosymbolic Constraint Learning,,
ICSE,F,Testora: Using Natural Language Intent to Detect Behavioral Regressions,,
ICSE,F,"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models",,
ICSE,F,The Cost vs the Benefit of Adding an Extra Code Reviewer to Mitigate Developer Turnover through Reviewer Recommenders,,
ICSE,F,The Hidden Cost of Readability: How Code Formatting Silently Consumes Your LLM Budget,,
ICSE,F,The Software Infrastructure Attitude Scale (SIAS): A Questionnaire Instrument for Measuring Professionals’ Attitudes Toward Technical and Sociotechnical Infrastructure,,
ICSE,F,The State of Open Science in Software Engineering Research: A Case Study of ICSE Artifacts,,
ICSE,F,Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning,,
ICSE,F,Think Outside the Box: Automating Inter-App Functionality Testing via Memory Implanting and Reasoning,,
ICSE,F,Top General Performance = Top Domain Performance? DomainCodeBench: A Multi-domain Code Generation Benchmark,,
ICSE,F,Toward Efficient Package Maintenance: An Empirical Study of Patch Sharing across Four Linux Distributions,,
ICSE,F,Towards Better Linux Kernel Fault Localization: Leveraging Contrastive Reasoning and Hierarchical Context Analysis,,
ICSE,F,Towards Global Matches for Third-Party Library Detection in Android,,
ICSE,F,Towards Scalable and Interpretable Mobile App Risk Analysis via Large Language Models,,
ICSE,F,Towards Supporting Open Source Library Maintainers with Community-Based Analytics,,
ICSE,F,Towards Understanding and Characterizing Vulnerabilities in Intelligent Connected Vehicles through Real-World Exploits,,
ICSE,F,Toward Systematic Counterfactual Fairness Evaluation of Large Language Models: The CAFFE Framework,,
ICSE,F,Toxicity Ahead: Forecasting Conversational Derailment on GitHub,,
ICSE,F,TraceCoder: A Trace-Driven Multi-Agent Framework for Automated Debugging of LLM-Generated Code,,
ICSE,F,Training on Clean Data but Getting Backdoored Models! A Poisoning Attack on Code Encoders,,
ICSE,F,TypeCare: Boosting Python Type Inference Models via Context-Aware Re-Ranking and Augmentation,,
ICSE,F,Uncovering Failures in Cyber-Physical System State Transitions: A Fuzzing-Based Approach Applied to sUAS,,
ICSE,F,Understanding DevOps Security of Google Workspace Apps,,
ICSE,F,UniCoR: Modality Collaboration for Robust Cross-Language Hybrid Code Retrieval,,
ICSE,F,Unified Software Engineering agent as AI Software Engineer,,
ICSE,F,Unlocking LLM Repair Capabilities Through Cross-Language Translation and Multi-Agent Refinement,,
ICSE,F,Unlocking the Silent Needs: Business-Logic-Driven Iterative Requirements Auto-completion,,
ICSE,F,Using a Sledgehammer to Crack a Nut? Revisiting Automated Compiler Fault Isolation,,
ICSE,F,VADA: A Multicultural Benchmark for Value-Aware Data Generation and Alignment Evaluation in LLMs,,
ICSE,F,Validating Mixed-Integer Programming Solvers,,
ICSE,F,Variability-Aware Fuzzing,,
ICSE,F,VDBFuzz: Understanding and Detecting Crash Bugs in Vector Database Management Systems,,
ICSE,F,Verification of Multi-Model Stochastic Systems,,
ICSE,F,Views on Internal and External Validity in Empirical Software Engineering: 10 Years Later and Beyond,,
ICSE,F,"Weak Programmers Need Not Apply, LLMs Welcome! Survey Screening in the AI Era",,
ICSE,F,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,,
ICSE,F,What Makes Code Generation Ethically Sourced?,,
ICSE,F,What’s in a Software Engineering Job Posting?,,
ICSE,F,What to Retrieve for Effective Retrieval-Augmented Code Generation? An Empirical Study and Beyond,,
ICSE,F,When AI Takes the Wheel: Security Analysis of Framework-Constrained Program Generation,,
ICSE,F,"When Prompts Go Wrong: Evaluating Code Model Robustness to Ambiguous, Contradictory, and Incomplete Task Descriptions",,
ICSE,F,WhisperCatcher: Demystifying Unauthorized and Encrypted Private Data Transmission in Android Applications,,
ICSE,F,Why Attention Fails: A Taxonomy of Faults in Attention-Based Neural Networks,,
ICSE,F,WhyFlow: Interrogative Debugger for Sensemaking Taint Analysis,,
ICSE,F,Women’s Career Paths in the Nordic Software Industry: A Narrative Analysis Through Gender-Switched Personas,,
ICSE,F,"“Write in English, Nobody Understands Your Language Here”: A Study of Non-English Trends in Open-Source Repositories",,
ICSE,F,Write Your Own Code Checker: An Automated Test-Driven Checker Development Approach with LLMs,,
ICSE,F,XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models,,
SANER,F,Agentic LLM-Driven C++ Build Automation: An Empirical Study,,
SANER,F,A Multi-Modal Retrieval-Augmented Framework for Compiler Backend Generation with LLMs,,
SANER,F,An Empirical Analysis of Code Clones in GitHub Actions Workflows,,
SANER,F,An Empirical Study of Privacy Leakage Vulnerability in Third-Party Android Logs Libraries,,
SANER,F,Assessing Large Language Models in Verifying Concurrent Programs,,
SANER,F,A Story About Cohesion and Separation: Unsupervised Metric for Log Parser Evaluation,,
SANER,F,Beyond Lexical: Functional Semantics and Fusion for Precise Architecture Recovery,,
SANER,F,Can LLMs Keep Up with Library Changes? An Exploratory Study on LLM-Generated Code,,
SANER,F,CloudFix: Automated Policy Repair for Cloud Access Control Policies Using Large Language Models,,
SANER,F,Cold-Start Anti-Patterns and Refactorings in Serverless Systems: An Empirical Study,,
SANER,F,Combining Static Code Analysis and Large Language Models Improves Correctness and Performance of Algorithm Recognition,,
SANER,F,CoMRA:A Framework for Automated Code Migration via Retrieval-Augmented Generation and Multi-Agent Collaboration,,
SANER,F,CONCORD: A DSL for Generating Simplified and Scalable Graph-Based Code Representations,,
SANER,F,Coverage-Guided Road Selection and Prioritization for Efficient Testing in Autonomous Driving Systems,,
SANER,F,Dialing Danger: Large-Scale Mining and Risk Assessment of Android Secret Codes in OEM Firmware,,
SANER,F,Does one CI-ze fit all? How Continuous Integration Performs in Different Contexts,,
SANER,F,Efficient Translation of Long Code Blocks using Large Language Models,,
SANER,F,From LLMs to Agents in Programming: The Impact of Providing an LLM with a Compiler,,
SANER,F,From Patterns to Precision: LLM-Guided Detection of Signature Verification Flaws in Smart Contracts,,
SANER,F,GDPO: Dual Learning for Self-Supervised Code Summarization in the Era of Large Language Models,,
SANER,F,HieraTest: Hierarchical Dependency–Driven Framework with Multi-Strategy Repair for LLM-based Unit Test Generation,,
SANER,F,InstruMate: A Systematic Framework for Assessing Android App Repackaging Resilience,,
SANER,F,Leveraging Commit-Size Context and Hyper Co-Change Graph Centralities for Defect Prediction,,
SANER,F,Leveraging Enhanced Test-Driven Development for Accurate Code Generation in LLMs,,
SANER,F,Mind the Merge: Evaluating the Effects of Token Merging on Pre-trained Models for Code,,
SANER,F,MLmisFinder: A Specification and Detection Approach of Machine Learning Service Misuses,,
SANER,F,Path-Optimal Symbolic Execution of Heap-Manipulating Programs,,
SANER,F,PiCo: Privacy-preserving Code Sanitization for Cloud-based LLMs,,
SANER,F,ProfRCA: LLM-Enabled Fine-grained Root Cause Analysis with Continuous Profiling Data,,
SANER,F,Programming Language Confusion: When Code LLMs Can't Keep their Languages Straight,,
SANER,F,Progressively Mitigating API Hallucination in LLM-Generated Code via Knowledge Graph Reasoning,,
SANER,F,Relocate and Emulate: Re-Hosting Android’s Application Layer,,
SANER,F,Requirement Formalization using Large Language Models,,
SANER,F,Reusing Legacy Code in Wasm: Key Challenges of Compilation and Code Semantics Preservation,,
SANER,F,RM -RF: Reward Model for Run-Free Unit Test Evaluation,,
SANER,F,Scratching the Iceberg: Unveiling the Outdated Third-Party Native Libraries in Android Apps,,
SANER,F,SeBERTis: A Framework for Producing Classifiers of Security-Related Issue Reports,,
SANER,F,STELLAR: A Search-Based Testing Framework for Large Language Model Applications,,
SANER,F,Symbolic Analysis for Repairing Bugs in Concurrent Persistent-Memory Programs,,
SANER,F,TestForge: A Benchmarking Framework for LLM-Based Test Case Generation,,
SANER,F,The SBOM Gap: Adoption and Compliance in Open Source Software,,
SANER,F,Towards Secure Oracle Usage: Understanding and Detecting Oracle Vulnerabilities in Smart Contracts,,
SANER,F,Understanding the Effectiveness of Mutators in Mutation-based Protocol Fuzzing,,
SANER,F,VFLAGENT: A Chain-of-Thought-Guided Multi-Agent Collaboration Framework for Vulnerable Function Localization,,
SANER,F,VulCMS: A Vulnerability Detection System Based on Centrality Analysis and Multi-Scale Attention,,
SANER,F,VulTerminator: Bringing Back Template-Based Automated Repair for Fixing Java Vulnerabilities,,
SANER,F,What You Trust Is Insecure: Demystifying How Developers (Mis)Use Trusted Execution Environments in Practice,,
ICPC,F,A Comparative Study of Dual-Monitor and Augmented-Reality Interfaces for Digital-Twin-Based Debugging,,
ICPC,F,Algorithm-Based Pipeline for Reliable and Intent-Preserving Code Translation with LLMs,,
ICPC,F,A Multi-Agent Framework for Automated Exploit Generation with Constraint-Guided Comprehension and Reflection,,
ICPC,F,An Empirical Study on Data Influence-Based Pretraining Data Selection for Code Large Language Models,,
ICPC,F,AutoLogger: A Multi-Agent Framework for the End-to-End Automated Logging,,
ICPC,F,Automated Test Suite Enhancement Using Large Language Models with Few-shot Prompting,,
ICPC,F,CodeGlance: Understanding Code Reasoning Challenges in LLMs through Multi-Scenario Analysis and Feature Investigation,,
ICPC,F,Code Ranking with Human-Inspired Agent-Based Framework,,
ICPC,F,Do Developers Read Type Information? An Eye-Tracking Study on TypeScript,,
ICPC,F,Evaluating the Impact of Post-Training Quantization on Large Language Models for Code Generation,,
ICPC,F,EyeLayer: Integrating Human Attention Patterns into LLM-Based Code Summarization,,
ICPC,F,Eye-Tracking Insights into the Effects of Type Annotations and Identifier Naming,,
ICPC,F,From Generation to Reasoning: Chain-of-Thought Guided Merge Conflict Resolution,,
ICPC,F,Grasping AI Reliance in Program Comprehension and Coding through the AIRELI Persona Taxonomy,,
ICPC,F,Guidelines to Prompt Large Language Models for Code Generation: An Empirical Characterization,,
ICPC,F,Improved Bug Localization with AI Agents Leveraging Hypothesis and Dynamic Cognition,,
ICPC,F,Leveraging Change Types and Contexts to Guide LLMs for Automated Test Code Updating,,
ICPC,F,LuaReSym: Recovering Variables Liveness Range in Stripped Lua Bytecode via Multi-Stage Static Analysis,,
ICPC,F,Modubin: A Binary Modularization Approach Based on the Locality of Homologous Functions,,
ICPC,F,On the Impact of Code Comments for Automated Bug-Fixing: An Empirical Study,,
ICPC,F,Palm: Path-aware LLM-based Test Generation with Comprehension,,
ICPC,F,Pretraining on Call Graphs: When Binary Analysis Tasks Profit From Context,,
ICPC,F,Put The "Code" Back in "Code Comprehension Study",,
ICPC,F,RepoMind: Enhancing Repository-Level Code Generation via LLM Reasoning over Structured Repository Documentation,,
ICPC,F,RlDecompiler: Enhancing LLM-based Decompilation via Reinforcement Learning with a Multi-Faceted Reward Function,,
ICPC,F,SCOPE:Tree-based Self-Correcting Online Log Parsing via Syntactic-Semantic Collaboration,,
ICPC,F,Self-Improving Code Generation via Semantic Entropy and Behavioral Consensus,,
ICPC,F,SkelDPO: A Skeleton-Guided Direct Preference Optimization Framework for Efficient Code Generation,,
ICPC,F,SQL-Commenter: Aligning Large Language Models for SQL Comment Generation with Direct Preference Optimization,,
ICPC,F,Studying Quality Improvements Recommended via Manual and Automated Code Review,,
ICPC,F,The Way of Types: A Report on Developer Experience with Type-Driven Development,,
ICPC,F,To GOTO or Not to GOTO: Measuring Structural Complexity of (Decompiled) Code,,
ICPC,F,Towards Universal Segmentation for Log Parsing,,
ICPC,F,Typify: A Lightweight Usage-driven Static Analyzer for Precise Python Type Inference,,
ICPC,F,Understanding Codebase like a Professional! Human-AI Collaboration for Code Comprehension,,
MSR,F,Adversarial Bug Reports as a Security Risk in Language Model-Based Automated Program Repair,,
MSR,F,AFGNN: API Misuse Detection using Graph Neural Networks and Clustering,,
MSR,F,A Match Made in Heaven? AI-driven Matching of Vulnerabilities and Security Unit Tests,,
MSR,F,Analyzing Dependency Distribution Changes Arising from Code Smell Interactions,,
MSR,F,Analyzing GitHub Issues and Pull Requests in nf-core Pipelines: Insights into nf-core Pipeline Repositories,,
MSR,F,An Empirical Analysis of Cross-OS Portability Issues in Python Projects,,
MSR,F,"An Empirical Study of Policy as Code: Adoption, Purpose, and Maintenance",,
MSR,F,An Empirical Study of Vulnerabilities in Python Packages and Their Detection,,
MSR,F,An Empirical Study on Line-Level Software Defect Prediction,,
MSR,F,Are Coding Agents Generating Over-Mocked Tests? An Empirical Study,,
MSR,F,Are We All Using Agents Now? An Empirical Study of Core and Peripheral Developers’ Use of Coding Agents,,
MSR,F,Beyond Single Code Changes: An Empirical Study of Topic-Based Code Review Practices in Gerrit for OpenStack,,
MSR,F,Beyond the Prompt: An Empirical Study of Cursor Rules,,
MSR,F,Bridging Design and Implementation: A Study of Multi-Agent LLM Architectures for Automated Front-End Generation,,
MSR,F,Characterizing and Modeling the GitHub Security Advisories Review Pipeline,,
MSR,F,Combining Example-Based and Rule-Based Program Transformations to Resolve Build Conflicts,,
MSR,F,Consistent or Sensitive? Automated Code Revision Tools Against Semantics-Preserving Perturbations,,
MSR,F,Context Engineering for AI Agents in Open-Source Software,,
MSR,F,Coordination at Scale in Large Distributed Development: The Case of Kubernetes,,
MSR,F,Does Programming Language Matter? An Empirical Study of Fuzzing Bug Detection,,
MSR,F,Do We Agree on What an “Audit” Is? Toward Standardized Smart Contract Audit Reporting,,
MSR,F,Evaluating the Use of LLMs for Automated DOM-Level Resolution of Web Performance Issues,,
MSR,F,Evolving Kubernetes: A Technical Debt Perspective,,
MSR,F,From Logic to Toolchains: An Empirical Study of Bugs in the TypeScript Ecosystem,,
MSR,F,How are MLOps Frameworks Used in Open Source Projects? An Empirical Characterization,,
MSR,F,How do third-party Python libraries use type annotations?,,
MSR,F,IntelliSA: An Intelligent Static Analyzer for IaC Security Smell Detection Using Symbolic Rules and Neural Inference,,
MSR,F,Investigating Autonomous Agent Contributions in the Wild: Activity Patterns and Code Change over Time,,
MSR,F,Learning Compiler Fuzzing Mutators from Historical Bugs,,
MSR,F,"Linux Kernel Recency Matters, CVE Severity Doesn’t, and History Fades",,
MSR,F,LLM-Based Detection of Tangled Code Changes for Higher-Quality Method-Level Bug Datasets,,
MSR,F,LogSieve: Task-Aware CI Log Reduction for Sustainable LLM-Based Analysis,,
MSR,F,Mining Quantum Software Patterns in Open-Source Projects,,
MSR,F,ML in a Box: Analyzing Containerization Practices in Open Source ML Projects,,
MSR,F,Modeling Sampling Workflows for Code Repositories,,
MSR,F,"Model See, Model Do? Exposure-Aware Evaluation of Bug-vs-Fix Preference in Code LLMs",,
MSR,F,PhantomRun: Auto Repair of Compilation Errors in Embedded Open Source Software,,
MSR,F,"Promises, Perils, and (Timely) Heuristics for Mining Coding Agent Activity",,
MSR,F,Quantifying Competitive Relationships Among Open-Source Software Projects,,
MSR,F,Role of CI Adoption in Mobile App Success: An Empirical Study of Open-Source Android Projects,,
MSR,F,Secret Leak Detection in Software Issue Reports using LLMs: A Comprehensive Evaluation,,
MSR,F,Source Code Hotspots: A Diagnostic Method for Quality Issues,,
MSR,F,Speed at the Cost of Quality: How Cursor AI Increases Short-Term Velocity and Long-Term Complexity in Open-Source Projects,,
MSR,F,Stop Comparing Apples and Oranges: Matching for Better Results in Mining Software Repositories Studies,,
MSR,F,The Value of Effective Pull Request Description,,
MSR,F,Toward Linking Declined Proposals and Source Code: An Exploratory Study on the Go Repository,,
MSR,F,Tracing Stereotypes in Pre-trained Transformers: From Biased Neurons to Fairer Models,,
MSR,F,Where Do Smart Contract Security Analyzers Fall Short?,,
EASE,F,Agentic Repository Mining: A Multi-Task Evaluation,,
EASE,F,An Empirical Evaluation of Code Smell Detection in Angular Applications,,
EASE,F,A Neuro-Symbolic Risk Calculus for Quantifying Security Posture in Microservice Systems,,
EASE,F,A Retrieval-Augmented Framework for Detecting and Resolving Pragmatic Ambiguities in Natural Language Requirements,,
EASE,F,A Universal Textual Merge Strategy Based on Tokens for Version Control Systems,,
EASE,F,Automated Classification of Human Code Review Comments with Large Language Models,,
EASE,F,"Beyond Code, We Are People: A Systematic Mapping of 25 Years of Literature on Soft Skills in Agile Development Teams",,
EASE,F,Beyond the YAML File: Understanding Real-World GitHub ActionsWorkflow Adoption,,
EASE,F,Boosting Automatic Java-to-Cangjie Translation with Multi-Stage LLM Training and Error Repair,,
EASE,F,Bridging the Programming Language Gap: Constructing a Multilingual Shared Semantic Space through AST Unification and Graph Matching,,
EASE,F,"Cache-Related Smells in GitLab CI/CD: Comprehensive Catalog, Automated Detection, and Empirical Evidence",,
EASE,F,Can Large Language Models Assist the Comprehension of ROS2 Software Architectures?,,
EASE,F,Can LLMs be Effective Code Contributors? A Study on Open-source Projects,,
EASE,F,Characterizing and Auto-Tuning Inference Engine Hyperparameters for Workload-Aware LLM Serving,,
EASE,F,Characterizing Datasets for LLM-based Requirements Engineering: A Systematic Mapping Study,,
EASE,F,ChatGPT: Friend or Foe When Comprehending and Changing Unfamiliar Code,,
EASE,F,COMMITSUITE: A Comprehensive Benchmark for Commit Classification and Message Generation,,
EASE,F,Context Matters: Evaluating Context Strategies for Automated ADR Generation Using LLMs,,
EASE,F,Decoding the Cost: A Phase-Level Analysis of LLM Inference in Software Development,,
EASE,F,DeepParse: Hybrid Log Parsing with LLM-Synthesized Regex Masks,,
EASE,F,DeepSCA: Dependency-Aware Software Composition Analysis for C/C++ Based on a Curated Code Feature Database,,
EASE,F,Does social identity matter in software engineering? Assessing the case of research software engineers,,
EASE,F,"Do Good, Stay Longer? Temporal Patterns and Predictors of Newcomer-to-Core Transitions in Conventional OSS and OSS4SG",,
EASE,F,Do Privacy Policies Match with the Logs? An Empirical Study of Privacy Disclosure in Android Application Logs,,
EASE,F,"Efficiency for Experts, Visibility for Newcomers: A Case Study of Label–Code Alignment in Kubernetes",,
EASE,F,Empirically Comparing Hazard-Guided LLM Mutation Techniques with Existing LLM- and Rule-Based Approaches,,
EASE,F,EnCoDe: Energy Estimation of Source Code At Design-Time,,
EASE,F,Evaluating Software Defect Prediction Models via the Area Under the ROC Curve can be Misleading,,
EASE,F,Evaluating the Environmental Impact of using SLMs and Prompt Engineering for Code Generation,,
EASE,F,Exploring Creativity in Human–Human-LLM Collaborative Software Design,,
EASE,F,HKI-RAG:Hierarchical Knowledge Indexing for Retrieval-Augmented Generation in Distributed Heterogeneous Architectures,,
EASE,F,How Compliant Are GitHub Actions Workflows? A Checklist-Based Study with LLM-Assisted Auditing,,
EASE,F,How Faithful Are Post-hoc Explanations for Transformer-Based Software Models?,,
EASE,F,ImproBR: Bug Report Improver Using LLMs,,
EASE,F,Improving Code Comprehension through Cognitive-Load Aware Automated Refactoring for Novice Programmers,,
EASE,F,"Industry Practitioners’ Perspectives on AI Model Quality: Perceptions, Challenges, and Solutions",,
EASE,F,Insights into Security-Related AI-Generated Pull Requests,,
EASE,F,Key Developer Roles and Organizational Coupling in Microservices: A Longitudinal Analysis,,
EASE,F,Locating Software Vulnerabilities With Static Analyzers: How Far Are We?,,
EASE,F,Managing Power Gaps as an Element of Pair Programming Skill: A Grounded Theory,,
EASE,F,Meditation-Based Interventions for Software Developers: A Systematic Literature Review on Well-being and Performance,,
EASE,F,Mining the YARA Ecosystem: From Ad-Hoc Sharing to Data-Driven Threat Intelligence,,
EASE,F,Mitigating False Positives in Static Memory Safety Analysis of Rust Programs via Reinforcement Learning,,
EASE,F,MoEKD: Mixture-of-Experts Knowledge Distillation for Robust and High-Performing Compressed Code Models,,
EASE,F,NeuroFlake: A Neuro-Symbolic LLM Framework For Flaky Test Classification,,
EASE,F,"One Size Fits All? An Empirical Comparison of ADR Templates regarding Comprehension, Usability, and Ease of Adoption",,
EASE,F,On the Use of Commit Messages for Corrective Software Maintenance: A Systematic Mapping Study,,
EASE,F,Pimp My LLM: Leveraging Variability Modeling to Tune Inference Hyperparameters,,
EASE,F,PLMGH: What Matters in PLM-GNN Hybrids for Code Classification and Vulnerability Detection,,
EASE,F,Quality-Driven Selective Mutation for Deep Learning,,
EASE,F,SelfHeal: Empirical Fix Pattern Analysis and Bug Repair in LLM Agents,,
EASE,F,STLGT: A Scalable Trace-Based Linear Graph Transformer for Tail Latency Prediction in Microservices,,
EASE,F,Sustainability Analysis of Prompt Strategies for SLM-based Automated Test Generation,,
EASE,F,Tail-aware N-version Machine Learning Models for Reliable API Recommendation,,
EASE,F,The Promise and Reality of Continuous Integration Caching: An Empirical Study of Travis CI Builds,,
EASE,F,The Ultimate Configuration Management Tool? Lessons from a Mixed Methods Study of Ansible’s Challenges,,
EASE,F,Think harder and Don't Overlook Your Options: Revisiting Issue-Commit Linking with LLM-Assisted Retrieval,,
EASE,F,Towards Better Static Code Analysis Reports: Sentence Transformer-based Filtering of Non-Actionable Alerts,,
EASE,F,"Towards Understanding Android APIs: Official Lists "," Vendor Customizations, and Real-World Usage",,
EASE,F,Unsafe and Unused? A History of Utility Code in Mature Open Source Projects,,
EASE,F,What Characterizes a Software Leader? Identifying Leadership Practices from Practitioners' Social Media,,
EASE,F,What Is the Cost of Energy Monitoring? An Empirical Study on the Overhead of RAPL-Based Tools,,
EASE,F,When Parsing Goes Wrong: An Empirical Study of Error Propagation and Data Augmentation in Log Anomaly Detection,,
EASE,F,Wisdom and Delusion of LLM Ensembles for Code Generation and Repair,,
